f1,f2,f3,f4,f5,mpu1,mpu2,mpu3
1023,724,760,502,674,5448,15300,-2876
1023,724,667,502,582,6344,15396,-2052
1023,724,747,502,658,3772,17024,-564
1023,724,678,502,581,5708,15036,-3540
1023,724,744,502,652,5532,15144,-4268
1023,724,688,502,592,9552,13804,-1004
1023,724,688,561,592,7276,14572,-3412
1023,724,688,470,592,7368,14256,-2448
1023,724,688,554,592,6532,14712,-1792
1023,724,688,469,592,7632,15808,-2960
